topicid,title,year
131,ACM SIGCAS Computers and Society,2001
131,ACM SIGCSE Bulletin,2001
131,ACM SIGCUE Outlook,2001
131,Communications of the ACM,2001
131,Journal of Educational Resources in Computing,2001
131,eLearn,2001
131,interactions,2001
131,ACM Journal of Computer Documentation,2002
131,ACM SIGCAPH Computers and the Physically Handicapped,2002
131,ACM SIGCAS Computers and Society,2002
131,ACM SIGCHI Bulletin,2002
131,ACM SIGCSE Bulletin,2002
131,Communications of the ACM,2002
131,Journal on Educational Resources in Computing,2002
131,eLearn,2002
131,interactions,2002
131,ACM SIGCSE Bulletin,2003
131,Communications of the ACM,2003
131,Computers in Entertainment,2003
131,Crossroads,2003
131,eLearn,2003
131,netWorker,2003
131,ACM SIGCAS Computers and Society,2004
131,ACM SIGCSE Bulletin,2004
131,Communications of the ACM,2004
131,Ubiquity,2004
131,eLearn,2004
131,netWorker,2004
131,ACM SIGACCESS Accessibility and Computing,2005
131,ACM SIGACT News,2005
131,ACM SIGCAS Computers and Society,2005
131,ACM SIGCSE Bulletin,2005
131,ACM SIGGRAPH Computer Graphics,2005
131,ACM SIGGROUP Bulletin,2005
131,ACM SIGSOFT Software Engineering Notes,2005
131,Communications of the ACM,2005
131,Computers in Entertainment,2005
131,Crossroads,2005
131,Journal on Educational Resources in Computing,2005
131,eLearn,2005
131,interactions,2005
131,ACM SIGCSE Bulletin,2006
131,ACM SIGITE Newsletter,2006
131,Communications of the ACM,2006
131,Computers in Entertainment,2006
131,Journal on Educational Resources in Computing,2006
131,eLearn,2006
131,ACM SIGACCESS Accessibility and Computing,2007
131,ACM SIGACT News,2007
131,ACM SIGCSE Bulletin,2007
131,"ACM Transactions on Multimedia Computing, Communications, and Applications",2007
131,Communications of the ACM,2007
131,Computers in Entertainment,2007
131,Crossroads,2007
131,Journal on Educational Resources in Computing,2007
131,Ubiquity,2007
131,eLearn,2007
131,interactions,2007
131,ACM Communications in Computer Algebra,2008
131,ACM SIGCSE Bulletin,2008
131,ACM SIGITE Newsletter,2008
131,ACM SIGMIS Database,2008
131,Communications of the ACM,2008
131,Computers in Entertainment,2008
131,Ubiquity,2008
131,eLearn,2008
131,interactions,2008
131,ACM SIGCSE Bulletin,2009
131,ACM SIGMultimedia Records,2009
131,ACM Transactions on Accessible Computing,2009
131,ACM Transactions on Computing Education,2009
131,Communications of the ACM,2009
131,Computers in Entertainment,2009
131,eLearn,2009
131,interactions,2009
131,netWorker,2009
131,ACM Inroads,2010
131,ACM SIGCAS Computers and Society,2010
131,ACM SIGITE Newsletter,2010
131,ACM SIGMIS Database,2010
131,Communications of the ACM,2010
131,Computers in Entertainment,2010
131,"XRDS: Crossroads, The ACM Magazine for Students",2010
131,eLearn,2010
131,interactions,2010
131,ACM Inroads,2011
131,ACM SIGACCESS Accessibility and Computing,2011
131,ACM SIGWEB Newsletter,2011
131,ACM Transactions on Computing Education,2011
131,"ACM Transactions on Multimedia Computing, Communications, and Applications",2011
131,ACM Transactions on Speech and Language Processing,2011
131,eLearn,2011
131,interactions,2011
137,eLearn,0
137,Communications of the ACM,1967
137,ACM Computing Surveys,1971
137,ACM SIGARCH Computer Architecture News,1976
137,ACM SIGIR Forum,1978
137,ACM SIGIR Forum,1980
137,ACM SIGMETRICS Performance Evaluation Review,1981
137,ACM SIGMETRICS Performance Evaluation Review,1982
137,ACM SIGOA Newsletter,1982
137,ACM SIGCOMM Computer Communication Review,1984
137,ACM SIGMETRICS Performance Evaluation Review,1984
137,ACM SIGCOMM Computer Communication Review,1985
137,ACM SIGBIO Newsletter,1987
137,ACM SIGPLAN Notices,1987
137,ACM SIGCHI Bulletin,1989
137,ACM SIGUCCS Newsletter,1989
137,ACM SIGCHI Bulletin,1990
137,ACM Computing Surveys,1995
137,ACM SIGAPP Applied Computing Review,1995
137,ACM SIGCOMM Computer Communication Review,1995
137,ACM SIGICE Bulletin,1995
137,ACM SIGUCCS Newsletter,1995
137,Communications of the ACM,1995
137,ACM Computing Surveys,1996
137,ACM SIGCOMM Computer Communication Review,1996
137,ACM SIGCSE Bulletin,1996
137,ACM SIGCUE Outlook,1996
137,ACM SIGMETRICS Performance Evaluation Review,1996
137,ACM SIGMOD Record,1996
137,ACM SIGOPS Operating Systems Review,1996
137,ACM SIGPLAN Notices,1996
137,Communications of the ACM,1996
137,3C ON-LINE,1997
137,ACM SIGCOMM Computer Communication Review,1997
137,ACM SIGCSE Bulletin,1997
137,ACM SIGGRAPH Computer Graphics,1997
137,ACM SIGGROUP Bulletin,1997
137,ACM SIGMETRICS Performance Evaluation Review,1997
137,ACM SIGMIS Database,1997
137,ACM SIGOPS Operating Systems Review,1997
137,ACM SIGSOFT Software Engineering Notes,1997
137,IEEE/ACM Transactions on Networking,1997
137,StandardView,1997
137,ACM SIGCHI Bulletin,1998
137,ACM SIGCOMM Computer Communication Review,1998
137,ACM SIGCSE Bulletin,1998
137,ACM SIGMETRICS Performance Evaluation Review,1998
137,ACM SIGMIS Database,1998
137,ACM SIGOPS Operating Systems Review,1998
137,ACM SIGPLAN Notices,1998
137,Communications of the ACM,1998
137,IEEE/ACM Transactions on Networking,1998
137,interactions,1998
137,netWorker,1998
137,ACM Computing Surveys,1999
137,ACM SIGCAS Computers and Society,1999
137,ACM SIGCOMM Computer Communication Review,1999
137,ACM SIGCSE Bulletin,1999
137,ACM SIGIR Forum,1999
137,ACM SIGMETRICS Performance Evaluation Review,1999
137,ACM SIGOPS Operating Systems Review,1999
137,ACM SIGPLAN Notices,1999
137,Communications of the ACM,1999
137,Crossroads,1999
137,IEEE/ACM Transactions on Networking,1999
137,ACM Computing Surveys,2000
137,ACM SIGCHI Bulletin,2000
137,ACM SIGCOMM Computer Communication Review,2000
137,ACM SIGMETRICS Performance Evaluation Review,2000
137,ACM SIGMOD Record,2000
137,ACM SIGOPS Operating Systems Review,2000
137,ACM SIGPLAN Notices,2000
137,Communications of the ACM,2000
137,IEEE/ACM Transactions on Networking,2000
137,ACM SIGCOMM Computer Communication Review,2001
137,ACM SIGCSE Bulletin,2001
137,ACM SIGMETRICS Performance Evaluation Review,2001
137,ACM SIGMOD Record,2001
137,ACM SIGOPS Operating Systems Review,2001
137,ACM SIGPLAN Notices,2001
137,ACM Transactions on Information and System Security,2001
137,Communications of the ACM,2001
137,Crossroads,2001
137,IEEE/ACM Transactions on Networking,2001
137,intelligence,2001
137,netWorker,2001
137,ACM Computing Surveys,2002
137,ACM SIGCAS Computers and Society,2002
137,ACM SIGCOMM Computer Communication Review,2002
137,ACM SIGMETRICS Performance Evaluation Review,2002
137,ACM SIGMOBILE Mobile Computing and Communications Review,2002
137,ACM SIGOPS Operating Systems Review,2002
137,ACM SIGPLAN Notices,2002
137,ACM Transactions on Information and System Security,2002
137,Communications of the ACM,2002
137,IEEE/ACM Transactions on Networking,2002
137,interactions,2002
137,netWorker,2002
137,ACM Computing Surveys,2003
137,ACM SIGPLAN Notices,2003
137,Communications of the ACM,2003
137,IEEE/ACM Transactions on Networking,2003
137,Queue,2003
137,ACM SIGARCH Computer Architecture News,2004
137,ACM SIGMETRICS Performance Evaluation Review,2004
137,ACM SIGOPS Operating Systems Review,2004
137,ACM SIGPLAN Notices,2004
137,ACM SIGSOFT Software Engineering Notes,2004
137,Communications of the ACM,2004
137,IEEE/ACM Transactions on Networking,2004
137,Queue,2004
137,interactions,2004
137,netWorker,2004
137,ACM Computing Surveys,2005
137,ACM SIGCOMM Computer Communication Review,2005
137,ACM SIGIR Forum,2005
137,ACM SIGOPS Operating Systems Review,2005
137,ACM SIGSOFT Software Engineering Notes,2005
137,ACM Transactions on Computer Systems,2005
137,"ACM Transactions on Multimedia Computing, Communications, and Applications",2005
137,ACM Transactions on Storage,2005
137,Communications of the ACM,2005
137,ACM SIGACT News,2006
137,ACM SIGBED Review,2006
137,ACM SIGMETRICS Performance Evaluation Review,2006
137,ACM SIGMIS Database,2006
137,ACM SIGMOD Record,2006
137,ACM Transactions on Autonomous and Adaptive Systems,2006
137,ACM Transactions on Information and System Security,2006
137,Communications of the ACM,2006
137,Crossroads,2006
137,Queue,2006
137,ACM SIGIR Forum,2007
137,ACM SIGMETRICS Performance Evaluation Review,2007
137,ACM SIGMIS Database,2007
137,ACM Transactions on the Web,2007
137,Communications of the ACM,2007
137,ACM SIGCAS Computers and Society,2008
137,ACM SIGMETRICS Performance Evaluation Review,2008
137,ACM SIGMOD Record,2008
137,ACM Transactions on Autonomous and Adaptive Systems,2008
137,"ACM Transactions on Multimedia Computing, Communications, and Applications",2008
137,ACM Transactions on Storage,2008
137,ACM Transactions on the Web,2008
137,Communications of the ACM,2008
137,Queue,2008
137,eLearn,2008
137,netWorker,2008
137,ACM SIGAda Ada Letters,2009
137,ACM SIGBED Review,2009
137,ACM SIGIR Forum,2009
137,ACM SIGMETRICS Performance Evaluation Review,2009
137,ACM SIGMOD Record,2009
137,ACM SIGMultimedia Records,2009
137,ACM SIGWEB Newsletter,2009
137,ACM Transactions on Sensor Networks,2009
137,ACM Transactions on Storage,2009
137,Communications of the ACM,2009
137,IEEE/ACM Transactions on Networking,2009
137,Queue,2009
137,eLearn,2009
137,netWorker,2009
137,ACM SIGARCH Computer Architecture News,2010
137,ACM SIGCAS Computers and Society,2010
137,ACM SIGCOMM Computer Communication Review,2010
137,ACM SIGMETRICS Performance Evaluation Review,2010
137,ACM SIGPLAN Notices,2010
137,ACM Transactions on the Web,2010
137,Communications of the ACM,2010
137,ACM SIGAPP Applied Computing Review,2011
137,ACM SIGIR Forum,2011
137,ACM SIGKDD Explorations Newsletter,2011
137,ACM Transactions on Autonomous and Adaptive Systems,2011
137,Communications of the ACM,2011
137,IEEE/ACM Transactions on Networking,2011
137,Journal of Experimental Algorithmics,2011
137,Queue,2011
137,interactions,2011
139,Journal of the ACM,1954
139,Communications of the ACM,1964
139,Communications of the ACM,1965
139,Journal of the ACM,1969
139,ACM SIGGRAPH Computer Graphics,1972
139,ACM SIGPLAN Notices,1972
139,ACM SIGCSE Bulletin,1976
139,ACM SIGCUE Outlook,1976
139,ACM SIGCSE Bulletin,1977
139,ACM SIGMETRICS Performance Evaluation Review,1978
139,ACM SIGSOFT Software Engineering Notes,1978
139,ACM SIGGRAPH Computer Graphics,1980
139,ACM SIGGRAPH Computer Graphics,1981
139,ACM SIGSOC Bulletin,1981
139,Communications of the ACM,1981
139,ACM SIGAPL APL Quote Quad,1982
139,ACM SIGMETRICS Performance Evaluation Review,1982
139,Communications of the ACM,1982
139,Communications of the ACM,1983
139,ACM Computing Surveys,1984
139,ACM SIGAPL APL Quote Quad,1984
139,ACM SIGOA Newsletter,1984
139,Communications of the ACM,1984
139,ACM SIGCHI Bulletin,1985
139,ACM SIGMETRICS Performance Evaluation Review,1985
139,Communications of the ACM,1985
139,ACM SIGCHI Bulletin,1986
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1986
139,ACM SIGMIS Database,1986
139,ACM SIGSOFT Software Engineering Notes,1986
139,Communications of the ACM,1986
139,ACM Computing Surveys,1987
139,ACM SIGCHI Bulletin,1987
139,ACM SIGSMALL/PC Notes,1987
139,Communications of the ACM,1987
139,ACM SIGAPL APL Quote Quad,1988
139,ACM SIGCHI Bulletin,1988
139,ACM SIGCSE Bulletin,1988
139,Communications of the ACM,1988
139,ACM SIGCHI Bulletin,1989
139,ACM SIGIR Forum,1989
139,ACM SIGSOFT Software Engineering Notes,1989
139,ACM SIGUCCS Newsletter,1989
139,Communications of the ACM,1989
139,ACM SIGCAS Computers and Society,1990
139,ACM SIGCHI Bulletin,1990
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1990
139,ACM SIGGRAPH Computer Graphics,1990
139,ACM SIGOIS Bulletin,1990
139,ACM SIGPLAN Lisp Pointers,1990
139,Communications of the ACM,1990
139,ACM SIGCHI Bulletin,1991
139,ACM SIGCSE Bulletin,1991
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1991
139,ACM SIGMIS Database,1991
139,ACM SIGOIS Bulletin,1991
139,ACM SIGSMALL/PC Notes,1991
139,Communications of the ACM,1991
139,ACM SIGBIO Newsletter,1992
139,ACM SIGCHI Bulletin,1992
139,ACM SIGCSE Bulletin,1992
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1992
139,ACM SIGMIS Database,1992
139,ACM SIGMOD Record,1992
139,ACM SIGOIS Bulletin,1992
139,ACM SIGPLAN Notices,1992
139,ACM SIGPLAN OOPS Messenger,1992
139,Communications of the ACM,1992
139,ACM SIGCHI Bulletin,1993
139,ACM SIGCSE Bulletin,1993
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1993
139,ACM SIGMOD Record,1993
139,ACM SIGSOFT Software Engineering Notes,1993
139,Communications of the ACM,1993
139,StandardView,1993
139,ACM SIGCHI Bulletin,1994
139,ACM SIGCSE Bulletin,1994
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1994
139,ACM SIGGRAPH Computer Graphics,1994
139,ACM SIGWEB Newsletter,1994
139,Communications of the ACM,1994
139,ACM Computing Surveys,1995
139,ACM SIGCHI Bulletin,1995
139,ACM SIGCSE Bulletin,1995
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1995
139,ACM SIGGRAPH Computer Graphics,1995
139,ACM SIGMOD Record,1995
139,ACM SIGWEB Newsletter,1995
139,Communications of the ACM,1995
139,interactions,1995
139,ACM Computing Surveys,1996
139,ACM SIGCHI Bulletin,1996
139,ACM SIGCSE Bulletin,1996
139,ACM SIGCUE Outlook,1996
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1996
139,ACM SIGMOD Record,1996
139,ACM SIGWEB Newsletter,1996
139,Communications of the ACM,1996
139,interactions,1996
139,ACM SIGCHI Bulletin,1997
139,ACM SIGCSE Bulletin,1997
139,ACM SIGGRAPH Computer Graphics,1997
139,ACM SIGIR Forum,1997
139,ACM SIGMIS Database,1997
139,ACM SIGMOD Record,1997
139,Communications of the ACM,1997
139,IEEE/ACM Transactions on Networking,1997
139,Journal of Experimental Algorithmics,1997
139,interactions,1997
139,ACM SIGCHI Bulletin,1998
139,ACM SIGCSE Bulletin,1998
139,ACM SIGDOC Asterisk Journal of Computer Documentation,1998
139,ACM SIGMOD Record,1998
139,Communications of the ACM,1998
139,interactions,1998
139,ACM Computing Surveys,1999
139,ACM SIGCHI Bulletin,1999
139,ACM SIGCSE Bulletin,1999
139,ACM SIGGRAPH Computer Graphics,1999
139,ACM SIGMOBILE Mobile Computing and Communications Review,1999
139,Communications of the ACM,1999
139,interactions,1999
139,ACM Computing Surveys,2000
139,ACM Journal of Computer Documentation,2000
139,ACM SIGBIO Newsletter,2000
139,ACM SIGCHI Bulletin,2000
139,Communications of the ACM,2000
139,interactions,2000
139,ACM Computing Surveys,2001
139,ACM Journal of Computer Documentation,2001
139,ACM SIGCSE Bulletin,2001
139,ACM SIGCUE Outlook,2001
139,ACM SIGSOFT Software Engineering Notes,2001
139,Communications of the ACM,2001
139,interactions,2001
139,ACM SIGCAPH Computers and the Physically Handicapped,2002
139,Communications of the ACM,2002
139,Crossroads,2002
139,eLearn,2002
139,interactions,2002
139,ACM SIGACCESS Accessibility and Computing,2003
139,ACM SIGCAPH Computers and the Physically Handicapped,2003
139,ACM SIGCSE Bulletin,2003
139,Communications of the ACM,2003
139,interactions,2003
139,ACM SIGCSE Bulletin,2004
139,ACM Transactions on Applied Perception,2004
139,ACM Transactions on Computer-Human Interaction,2004
139,Communications of the ACM,2004
139,interactions,2004
139,netWorker,2004
139,ACM SIGACCESS Accessibility and Computing,2005
139,ACM SIGCSE Bulletin,2005
139,ACM SIGGRAPH Computer Graphics,2005
139,ACM SIGIR Forum,2005
139,ACM SIGSOFT Software Engineering Notes,2005
139,ACM Transactions on Applied Perception,2005
139,Communications of the ACM,2005
139,interactions,2005
139,ACM SIGACCESS Accessibility and Computing,2006
139,ACM SIGPLAN Notices,2006
139,ACM Transactions on Applied Perception,2006
139,ACM Transactions on Computer-Human Interaction,2006
139,Communications of the ACM,2006
139,Computers in Entertainment,2006
139,Queue,2006
139,interactions,2006
139,ACM Computing Surveys,2007
139,ACM SIGCSE Bulletin,2007
139,ACM SIGIR Forum,2007
139,ACM SIGKDD Explorations Newsletter,2007
139,ACM SIGMIS Database,2007
139,ACM Transactions on Computer-Human Interaction,2007
139,Computers in Entertainment,2007
139,Crossroads,2007
139,interactions,2007
139,ACM SIGACCESS Accessibility and Computing,2008
139,ACM SIGMIS Database,2008
139,ACM Transactions on Applied Perception,2008
139,ACM Transactions on Computer-Human Interaction,2008
139,Communications of the ACM,2008
139,Computers in Entertainment,2008
139,Crossroads,2008
139,interactions,2008
139,ACM Computing Surveys,2009
139,ACM SIGACCESS Accessibility and Computing,2009
139,ACM SIGIR Forum,2009
139,Communications of the ACM,2009
139,Computers in Entertainment,2009
139,Crossroads,2009
139,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2009
139,interactions,2009
139,Communications of the ACM,2010
139,ACM Transactions on Interactive Intelligent Systems,2011
139,ACM Transactions on Management Information Systems,2011
139,Communications of the ACM,2011
139,Computers in Entertainment,2011
139,interactions,2011
144,ACM SIGCOMM Computer Communication Review,0
144,ACM SIGOPS Operating Systems Review,1975
144,ACM SIGAPL APL Quote Quad,1981
144,ACM SIGMETRICS Performance Evaluation Review,1982
144,ACM SIGPLAN Notices,1983
144,ACM SIGSOFT Software Engineering Notes,1983
144,ACM SIGCOMM Computer Communication Review,1985
144,Communications of the ACM,1985
144,ACM SIGCOMM Computer Communication Review,1986
144,ACM SIGCOMM Computer Communication Review,1987
144,ACM SIGARCH Computer Architecture News,1990
144,ACM SIGCSE Bulletin,1990
144,ACM Transactions on Computer Systems,1990
144,ACM SIGMETRICS Performance Evaluation Review,1991
144,ACM SIGOIS Bulletin,1991
144,Journal of the ACM,1991
144,ACM SIGCOMM Computer Communication Review,1992
144,ACM SIGMETRICS Performance Evaluation Review,1992
144,ACM SIGPLAN OOPS Messenger,1992
144,ACM Transactions on Computer Systems,1992
144,ACM SIGCOMM Computer Communication Review,1993
144,ACM SIGCOMM Computer Communication Review,1994
144,ACM SIGMETRICS Performance Evaluation Review,1994
144,ACM SIGPLAN Notices,1994
144,Communications of the ACM,1994
144,ACM SIGAPL APL Quote Quad,1996
144,Communications of the ACM,1996
144,ACM SIGCOMM Computer Communication Review,1997
144,ACM SIGOPS Operating Systems Review,1997
144,IEEE/ACM Transactions on Networking,1997
144,ACM Computing Surveys,1998
144,ACM SIGMETRICS Performance Evaluation Review,1998
144,ACM SIGSOFT Software Engineering Notes,1998
144,Communications of the ACM,1998
144,Crossroads,1998
144,ACM SIGMETRICS Performance Evaluation Review,1999
144,ACM SIGAPL APL Quote Quad,2000
144,ACM SIGMETRICS Performance Evaluation Review,2000
144,ACM SIGOPS Operating Systems Review,2000
144,Crossroads,2000
144,interactions,2000
144,ACM SIGMOD Record,2001
144,ACM SIGOPS Operating Systems Review,2001
144,ACM SIGPLAN Notices,2001
144,ACM SIGSOFT Software Engineering Notes,2001
144,IEEE/ACM Transactions on Networking,2001
144,ACM Computing Surveys,2002
144,ACM SIGCOMM Computer Communication Review,2002
144,ACM SIGMOBILE Mobile Computing and Communications Review,2002
144,ACM SIGOPS Operating Systems Review,2002
144,Communications of the ACM,2002
144,Crossroads,2002
144,ACM Computing Surveys,2003
144,ACM SIGAda Ada Letters,2003
144,ACM SIGCOMM Computer Communication Review,2003
144,ACM SIGMETRICS Performance Evaluation Review,2003
144,ACM SIGOPS Operating Systems Review,2003
144,Communications of the ACM,2003
144,Crossroads,2003
144,IEEE/ACM Transactions on Networking,2003
144,ACM Computing Surveys,2004
144,ACM SIGCOMM Computer Communication Review,2004
144,ACM SIGMETRICS Performance Evaluation Review,2004
144,ACM Transactions on Information and System Security,2004
144,Computers in Entertainment,2004
144,Crossroads,2004
144,IEEE/ACM Transactions on Networking,2004
144,Journal of the ACM,2004
144,ACM SIGACT News,2005
144,ACM SIGCOMM Computer Communication Review,2005
144,ACM SIGMETRICS Performance Evaluation Review,2005
144,ACM SIGOPS Operating Systems Review,2005
144,ACM SIGSOFT Software Engineering Notes,2005
144,ACM SIGecom Exchanges,2005
144,ACM Transactions on Computer Systems,2005
144,"ACM Transactions on Multimedia Computing, Communications, and Applications",2005
144,Computers in Entertainment,2005
144,Queue,2005
144,ACM SIGCOMM Computer Communication Review,2006
144,ACM SIGMETRICS Performance Evaluation Review,2006
144,ACM SIGOPS Operating Systems Review,2006
144,ACM SIGecom Exchanges,2006
144,ACM Transactions on Autonomous and Adaptive Systems,2006
144,ACM Transactions on Computer Systems,2006
144,ACM Transactions on Information and System Security,2006
144,"ACM Transactions on Multimedia Computing, Communications, and Applications",2006
144,ACM Transactions on Storage,2006
144,Communications of the ACM,2006
144,Computers in Entertainment,2006
144,Crossroads,2006
144,ACM Computing Surveys,2007
144,ACM SIGCOMM Computer Communication Review,2007
144,ACM SIGCSE Bulletin,2007
144,ACM SIGMETRICS Performance Evaluation Review,2007
144,ACM SIGOPS Operating Systems Review,2007
144,ACM SIGPLAN Notices,2007
144,ACM Transactions on Algorithms,2007
144,ACM Transactions on Autonomous and Adaptive Systems,2007
144,ACM Transactions on Computer Systems,2007
144,"ACM Transactions on Multimedia Computing, Communications, and Applications",2007
144,ACM Transactions on Storage,2007
144,IEEE/ACM Transactions on Networking,2007
144,Queue,2007
144,ACM SIGACT News,2008
144,ACM SIGAda Ada Letters,2008
144,ACM SIGBED Review,2008
144,ACM SIGCOMM Computer Communication Review,2008
144,ACM SIGCSE Bulletin,2008
144,ACM SIGIR Forum,2008
144,ACM SIGMETRICS Performance Evaluation Review,2008
144,ACM SIGMOBILE Mobile Computing and Communications Review,2008
144,ACM SIGOPS Operating Systems Review,2008
144,ACM Transactions on Autonomous and Adaptive Systems,2008
144,ACM Transactions on Computer Systems,2008
144,ACM Transactions on Information and System Security,2008
144,"ACM Transactions on Multimedia Computing, Communications, and Applications",2008
144,ACM Transactions on Sensor Networks,2008
144,ACM Transactions on the Web,2008
144,Communications of the ACM,2008
144,Computers in Entertainment,2008
144,IEEE/ACM Transactions on Networking,2008
144,ACM Computing Surveys,2009
144,ACM SIGACT News,2009
144,ACM SIGCOMM Computer Communication Review,2009
144,ACM SIGCSE Bulletin,2009
144,ACM SIGMETRICS Performance Evaluation Review,2009
144,ACM SIGMOBILE Mobile Computing and Communications Review,2009
144,ACM SIGMultimedia Records,2009
144,ACM SIGOPS Operating Systems Review,2009
144,ACM SIGSOFT Software Engineering Notes,2009
144,ACM Transactions on Autonomous and Adaptive Systems,2009
144,ACM Transactions on Computer Systems,2009
144,ACM Transactions on the Web,2009
144,Communications of the ACM,2009
144,IEEE/ACM Transactions on Networking,2009
144,ACM SIGCOMM Computer Communication Review,2010
144,ACM SIGMETRICS Performance Evaluation Review,2010
144,ACM SIGMultimedia Records,2010
144,ACM SIGOPS Operating Systems Review,2010
144,ACM Transactions on Autonomous and Adaptive Systems,2010
144,ACM Transactions on Computer Systems,2010
144,ACM Transactions on Information and System Security,2010
144,ACM Transactions on Intelligent Systems and Technology,2010
144,"ACM Transactions on Multimedia Computing, Communications, and Applications",2010
144,Communications of the ACM,2010
144,IEEE/ACM Transactions on Networking,2010
144,ACM Computing Surveys,2011
144,ACM SIGBED Review,2011
144,ACM SIGCOMM Computer Communication Review,2011
144,ACM SIGKDD Explorations Newsletter,2011
144,ACM SIGMETRICS Performance Evaluation Review,2011
144,ACM SIGSOFT Software Engineering Notes,2011
144,ACM Transactions on Autonomous and Adaptive Systems,2011
144,ACM Transactions on Information and System Security,2011
144,"ACM Transactions on Multimedia Computing, Communications, and Applications",2011
144,ACM Transactions on Sensor Networks,2011
144,IEEE/ACM Transactions on Networking,2011
150,Communications of the ACM,1961
150,Journal of the ACM,1966
150,Communications of the ACM,1967
150,ACM Computing Surveys,1969
150,Communications of the ACM,1974
150,ACM SIGPLAN Notices,1975
150,Communications of the ACM,1975
150,ACM SIGCSE Bulletin,1976
150,ACM SIGCUE Outlook,1976
150,ACM SIGSIM Simulation Digest,1976
150,ACM SIGCPR Computer Personnel,1977
150,ACM SIGCSE Bulletin,1977
150,ACM Computing Surveys,1978
150,ACM SIGCSE Bulletin,1978
150,ACM SIGAPL APL Quote Quad,1979
150,ACM SIGART Bulletin,1980
150,ACM SIGCSE Bulletin,1980
150,ACM SIGMOD Record,1980
150,ACM SIGPLAN Notices,1980
150,ACM SIGCSE Bulletin,1981
150,ACM SIGSMALL Newsletter,1981
150,ACM Transactions on Programming Languages and Systems,1981
150,Communications of the ACM,1981
150,ACM SIGCSE Bulletin,1982
150,Communications of the ACM,1982
150,ACM SIGCOMM Computer Communication Review,1983
150,ACM SIGCSE Bulletin,1983
150,Communications of the ACM,1983
150,ACM SIGCSE Bulletin,1984
150,ACM SIGMIS Database,1984
150,ACM SIGOA Newsletter,1984
150,Communications of the ACM,1984
150,ACM SIGAda Ada Letters,1985
150,ACM SIGCHI Bulletin,1985
150,ACM SIGCSE Bulletin,1985
150,ACM SIGGRAPH Computer Graphics,1985
150,ACM SIGSOFT Software Engineering Notes,1985
150,ACM Transactions on Programming Languages and Systems,1985
150,Communications of the ACM,1985
150,ACM Computing Surveys,1986
150,ACM SIGAPL APL Quote Quad,1986
150,ACM SIGAda Ada Letters,1986
150,ACM SIGCHI Bulletin,1986
150,ACM SIGCSE Bulletin,1986
150,ACM SIGMICRO Newsletter,1986
150,ACM SIGMOD Record,1986
150,ACM SIGPLAN Notices,1986
150,ACM SIGSMALL/PC Notes,1986
150,ACM SIGSOFT Software Engineering Notes,1986
150,Communications of the ACM,1986
150,ACM Computing Surveys,1987
150,ACM SIGAPL APL Quote Quad,1987
150,ACM SIGAda Ada Letters,1987
150,ACM SIGCHI Bulletin,1987
150,ACM SIGCSE Bulletin,1987
150,ACM SIGOIS Bulletin,1987
150,ACM SIGPLAN Notices,1987
150,ACM SIGSMALL/PC Notes,1987
150,ACM SIGSOFT Software Engineering Notes,1987
150,Communications of the ACM,1987
150,ACM Computing Surveys,1988
150,ACM SIGAda Ada Letters,1988
150,ACM SIGCHI Bulletin,1988
150,ACM SIGCSE Bulletin,1988
150,ACM SIGPLAN Notices,1988
150,ACM SIGSOFT Software Engineering Notes,1988
150,Communications of the ACM,1988
150,ACM SIGAda Ada Letters,1989
150,ACM SIGCHI Bulletin,1989
150,ACM SIGCOMM Computer Communication Review,1989
150,ACM SIGCSE Bulletin,1989
150,ACM SIGFORTH Newsletter,1989
150,ACM SIGMIS Database,1989
150,ACM SIGPLAN Notices,1989
150,ACM SIGSOFT Software Engineering Notes,1989
150,Communications of the ACM,1989
150,ACM SIGAPL APL Quote Quad,1990
150,ACM SIGAda Ada Letters,1990
150,ACM SIGCAS Computers and Society,1990
150,ACM SIGCHI Bulletin,1990
150,ACM SIGCSE Bulletin,1990
150,ACM SIGFORTH Newsletter,1990
150,ACM SIGMIS Database,1990
150,ACM SIGPLAN Notices,1990
150,ACM SIGPLAN OOPS Messenger,1990
150,ACM SIGSIM Simulation Digest,1990
150,ACM SIGSMALL/PC Notes,1990
150,ACM SIGSOFT Software Engineering Notes,1990
150,Communications of the ACM,1990
150,ACM SIGART Bulletin,1991
150,ACM SIGAda Ada Letters,1991
150,ACM SIGCAS Computers and Society,1991
150,ACM SIGCOMM Computer Communication Review,1991
150,ACM SIGCSE Bulletin,1991
150,ACM SIGCUE Outlook,1991
150,ACM SIGDA Newsletter,1991
150,ACM SIGOIS Bulletin,1991
150,ACM SIGPLAN Notices,1991
150,ACM SIGPLAN OOPS Messenger,1991
150,ACM SIGSOFT Software Engineering Notes,1991
150,Communications of the ACM,1991
150,ACM Computing Surveys,1992
150,ACM SIGAda Ada Letters,1992
150,ACM SIGCSE Bulletin,1992
150,ACM SIGOIS Bulletin,1992
